"";"seq";"variable";"pid";"coefficient";"level";"value";"revlevel";"sequence"
"1";NA;"LOC";114;"haar";1;19607,3639355218;7;1
"2";NA;"LOC";114;"haar";1;24605,1946649483;7;2
"3";NA;"LOC";114;"haar";1;29383,822292207;7;3
"4";NA;"LOC";114;"haar";1;35490,396454534;7;4
"5";NA;"LOC";114;"haar";1;36025,6762878922;7;5
"6";NA;"LOC";114;"haar";1;37875,4676274762;7;6
"7";NA;"LOC";114;"haar";1;38068,5077787402;7;7
"8";NA;"LOC";114;"haar";1;39031,5872147162;7;8
"9";NA;"LOC";114;"haar";1;66072,057634071;7;9
"10";NA;"LOC";114;"haar";1;102594,829989137;7;10
"11";NA;"LOC";114;"haar";1;121973,798434336;7;11
"12";NA;"LOC";114;"haar";1;134256,243223546;7;12
"13";NA;"LOC";114;"haar";1;142539,292058365;7;13
"14";NA;"LOC";114;"haar";1;142460,803205654;7;14
"15";NA;"LOC";114;"haar";1;142614,952483952;7;15
"16";NA;"LOC";114;"haar";1;142930,322108362;7;16
"17";NA;"LOC";114;"haar";1;156751,431253434;7;17
"18";NA;"LOC";114;"haar";1;157317,823785164;7;18
"19";NA;"LOC";114;"haar";1;158183,322485337;7;19
"20";NA;"LOC";114;"haar";1;158349,492578915;7;20
"21";NA;"LOC";114;"haar";1;158454,851489312;7;21
"22";NA;"LOC";114;"haar";1;164506,271322707;7;22
"23";NA;"LOC";114;"haar";1;167228,632430275;7;23
"24";NA;"LOC";114;"haar";1;173586,229499923;7;24
"25";NA;"LOC";114;"haar";1;178026,860085775;7;25
"26";NA;"LOC";114;"haar";1;177645,022423934;7;26
"27";NA;"LOC";114;"haar";1;177311,268023214;7;27
"28";NA;"LOC";114;"haar";1;177536,127979631;7;28
"29";NA;"LOC";114;"haar";1;178270,104818503;7;29
"30";NA;"LOC";114;"haar";1;178270,104818503;7;30
"31";NA;"LOC";114;"haar";1;178270,104818503;7;31
"32";NA;"LOC";114;"haar";1;179010,445618405;7;32
"33";NA;"LOC";114;"haar";1;180846,094822365;7;33
"34";NA;"LOC";114;"haar";1;181404,002072722;7;34
"35";NA;"LOC";114;"haar";1;148459,89713724;7;35
